韻字,聲調,序號,韻名,韻碼,注釋
馳,平聲,上四,支,4,
詞,平聲,上四,支,4,
衰,平聲,上四,支,4,
癡,平聲,上四,支,4,
痴,平聲,上四,支,4,
兒,平聲,上四,支,4,
𠒇,平聲,上四,支,4,
卮,平聲,上四,支,4,
碑,平聲,上四,支,4,
旗,平聲,上四,支,4,
夷,平聲,上四,支,4,
吹,平聲,上四,支,4,
龡,平聲,上四,支,4,
儀,平聲,上四,支,4,
危,平聲,上四,支,4,
𡵁,平聲,上四,支,4,
𡴲,平聲,上四,支,4,
祠,平聲,上四,支,4,
籬,平聲,上四,支,4,
私,平聲,上四,支,4,
欺,平聲,上四,支,4,
滋,平聲,上四,支,4,
支,平聲,上四,支,4,
棋,平聲,上四,支,4,
碁,平聲,上四,支,4,
棊,平聲,上四,支,4,
巵,平聲,上四,支,4,
遺,平聲,上四,支,4,
湄,平聲,上四,支,4,
窺,平聲,上四,支,4,
披,平聲,上四,支,4,
茲,平聲,上四,支,4,
斯,平聲,上四,支,4,
墀,平聲,上四,支,4,
嬉,平聲,上四,支,4,
帷,平聲,上四,支,4,
漪,平聲,上四,支,4,
芝,平聲,上四,支,4,
疲,平聲,上四,支,4,
追,平聲,上四,支,4,
規,平聲,上四,支,4,
資,平聲,上四,支,4,
施,平聲,上四,支,4,
頤,平聲,上四,支,4,
卑,平聲,上四,支,4,
差,平聲,上四,支,4,參差
基,平聲,上四,支,4,
羈,平聲,上四,支,4,
覊,平聲,上四,支,4,
涯,平聲,上四,支,4,
飢,平聲,上四,支,4,餓也
虧,平聲,上四,支,4,
岐,平聲,上四,支,4,
脂,平聲,上四,支,4,
炊,平聲,上四,支,4,
怡,平聲,上四,支,4,
皮,平聲,上四,支,4,
熙,平聲,上四,支,4,
熈,平聲,上四,支,4,
嗤,平聲,上四,支,4,
麾,平聲,上四,支,4,
肌,平聲,上四,支,4,
陲,平聲,上四,支,4,
維,平聲,上四,支,4,
陂,平聲,上四,支,4,
慈,平聲,上四,支,4,
璃,平聲,上四,支,4,
灕,平聲,上四,支,4,
伊,平聲,上四,支,4,
醫,平聲,上四,支,4,
茨,平聲,上四,支,4,
螭,平聲,上四,支,4,
曦,平聲,上四,支,4,
蕤,平聲,上四,支,4,
龜,平聲,上四,支,4,
司,平聲,上四,支,4,
累,平聲,上四,支,4,係累
姬,平聲,上四,支,4,
咨,平聲,上四,支,4,
錐,平聲,上四,支,4,
緇,平聲,上四,支,4,
脾,平聲,上四,支,4,
葵,平聲,上四,支,4,
其,平聲,上四,支,4,
歧,平聲,上四,支,4,
髭,平聲,上四,支,4,
雌,平聲,上四,支,4,
欹,平聲,上四,支,4,
彝,平聲,上四,支,4,
尸,平聲,上四,支,4,
釐,平聲,上四,支,4,
𭀖,平聲,上四,支,4,
飴,平聲,上四,支,4,
疵,平聲,上四,支,4,
颸,平聲,上四,支,4,
巇,平聲,上四,支,4,
痍,平聲,上四,支,4,
推,平聲,上四,支,4,順遷也，類推
迤,平聲,上四,支,4,委迤，自得貌
尼,平聲,上四,支,4,
糜,平聲,上四,支,4,
縻,平聲,上四,支,4,
羆,平聲,上四,支,4,
攲,平聲,上四,支,4,
騎,平聲,上四,支,4,跨馬，動詞
夔,平聲,上四,支,4,
貲,平聲,上四,支,4,
隳,平聲,上四,支,4,
羸,平聲,上四,支,4,
狸,平聲,上四,支,4,
貍,平聲,上四,支,4,
箕,平聲,上四,支,4,
貽,平聲,上四,支,4,
篪,平聲,上四,支,4,
箎,平聲,上四,支,4,
肢,平聲,上四,支,4,
胑,平聲,上四,支,4,
治,平聲,上四,支,4,理也
逵,平聲,上四,支,4,
而,平聲,上四,支,4,
蘺,平聲,上四,支,4,
萎,平聲,上四,支,4,蔫也
鴟,平聲,上四,支,4,
彌,平聲,上四,支,4,
綏,平聲,上四,支,4,
楣,平聲,上四,支,4,
麋,平聲,上四,支,4,
羲,平聲,上四,支,4,
笞,平聲,上四,支,4,
鸝,平聲,上四,支,4,
澌,平聲,上四,支,4,水索也
椎,平聲,上四,支,4,
醨,平聲,上四,支,4,
媸,平聲,上四,支,4,
洟,平聲,上四,支,4,鼻液
噫,平聲,上四,支,4,恨聲
綦,平聲,上四,支,4,
陴,平聲,上四,支,4,
屍,平聲,上四,支,4,
嘻,平聲,上四,支,4,
梨,平聲,上四,支,4,
棃,平聲,上四,支,4,
崎,平聲,上四,支,4,
蛇,平聲,上四,支,4,委蛇
洏,平聲,上四,支,4,
匙,平聲,上四,支,4,
嫠,平聲,上四,支,4,
胝,平聲,上四,支,4,
罳,平聲,上四,支,4,
裨,平聲,上四,支,4,
醾,平聲,上四,支,4,
醿,平聲,上四,支,4,
咿,平聲,上四,支,4,
吚,平聲,上四,支,4,
猗,平聲,上四,支,4,
貔,平聲,上四,支,4,
毗,平聲,上四,支,4,
毘,平聲,上四,支,4,
罹,平聲,上四,支,4,
淄,平聲,上四,支,4,
惟,平聲,上四,支,4,
萁,平聲,上四,支,4,
禧,平聲,上四,支,4,
瀰,平聲,上四,支,4,水曠遠之貌
鷀,平聲,上四,支,4,
孜,平聲,上四,支,4,
嵫,平聲,上四,支,4,
蓍,平聲,上四,支,4,
榱,平聲,上四,支,4,
嵋,平聲,上四,支,4,
比,平聲,上四,支,4,比鄰
菑,平聲,上四,支,4,
蚩,平聲,上四,支,4,
緌,平聲,上四,支,4,
錘,平聲,上四,支,4,
鬐,平聲,上四,支,4,
姨,平聲,上四,支,4,
獅,平聲,上四,支,4,
蘼,平聲,上四,支,4,
犧,平聲,上四,支,4,
隋,平聲,上四,支,4,
絺,平聲,上四,支,4,
祺,平聲,上四,支,4,
鷥,平聲,上四,支,4,
居,平聲,上四,支,4,語助辭
祇,平聲,上四,支,4,
耆,平聲,上四,支,4,
麗,平聲,上四,支,4,高麗
怩,平聲,上四,支,4,
坻,平聲,上四,支,4,水中高地
訾,平聲,上四,支,4,
瓷,平聲,上四,支,4,
甆,平聲,上四,支,4,
騅,平聲,上四,支,4,
祁,平聲,上四,支,4,
圯,平聲,上四,支,4,
扅,平聲,上四,支,4,
嶷,平聲,上四,支,4,九嶷
眵,平聲,上四,支,4,
魑,平聲,上四,支,4,
氏,平聲,上四,支,4,月氏
耔,平聲,上四,支,4,音茲
敧,平聲,上四,支,4,以箸取物
齊,平聲,上四,支,4,衣下曰齊。又與薺通
斉,平聲,上四,支,4,衣下曰齊。又與薺通
書,平聲,上四,支,4,音詩
縭,平聲,上四,支,4,
褵,平聲,上四,支,4,
褷,平聲,上四,支,4,
輀,平聲,上四,支,4,
丕,平聲,上四,支,4,
孳,平聲,上四,支,4,生息
僛,平聲,上四,支,4,
犂,平聲,上四,支,4,牛駁
犁,平聲,上四,支,4,牛駁
槌,平聲,上四,支,4,
蜊,平聲,上四,支,4,
祗,平聲,上四,支,4,
琦,平聲,上四,支,4,
驪,平聲,上四,支,4,
篩,平聲,上四,支,4,
簁,平聲,上四,支,4,
崖,平聲,上四,支,4,
邳,平聲,上四,支,4,
凘,平聲,上四,支,4,
坯,平聲,上四,支,4,
攡,平聲,上四,支,4,
黐,平聲,上四,支,4,
蜞,平聲,上四,支,4,
蜝,平聲,上四,支,4,
葹,平聲,上四,支,4,
熹,平聲,上四,支,4,
鎚,平聲,上四,支,4,
提,平聲,上四,支,4,羣飛貌
埤,平聲,上四,支,4,
梔,平聲,上四,支,4,
倕,平聲,上四,支,4,
匜,平聲,上四,支,4,
跜,平聲,上四,支,4,
禆,平聲,上四,支,4,
氂,平聲,上四,支,4,犛牛尾也。又與釐通。
踦,平聲,上四,支,4,蹇也
鰭,平聲,上四,支,4,
玼,平聲,上四,支,4,
瓻,平聲,上四,支,4,
撝,平聲,上四,支,4,
塒,平聲,上四,支,4,
畸,平聲,上四,支,4,
漦,平聲,上四,支,4,
罷,平聲,上四,支,4,
釐,平聲,上四,支,4,
𭀖,平聲,上四,支,4,
廝,平聲,上四,支,4,
粢,平聲,上四,支,4,
錙,平聲,上四,支,4,
馗,平聲,上四,支,4,與逵同
磁,平聲,上四,支,4,
蠡,平聲,上四,支,4,谷蠡。瓠勺
睢,平聲,上四,支,4,
琪,平聲,上四,支,4,
菭,平聲,上四,支,4,
痿,平聲,上四,支,4,
輜,平聲,上四,支,4,
娭,平聲,上四,支,4,
犄,平聲,上四,支,4,
淇,平聲,上四,支,4,
僖,平聲,上四,支,4,
嚱,平聲,上四,支,4,口聲
賫,平聲,上四,支,4,
詒,平聲,上四,支,4,相欺也。遺也
紕,平聲,上四,支,4,
騏,平聲,上四,支,4,
鈹,平聲,上四,支,4,
脽,平聲,上四,支,4,
鮞,平聲,上四,支,4,
戲,平聲,上四,支,4,嗚戲，歎辭
麒,平聲,上四,支,4,
眙,平聲,上四,支,4,舉目貌。又縣名
伾,平聲,上四,支,4,
坨,平聲,上四,支,4,
嬀,平聲,上四,支,4,
鸃,平聲,上四,支,4,
玆,平聲,上四,支,4,
偲,平聲,上四,支,4,偲偲，相切責也
厓,平聲,上四,支,4,
茈,平聲,上四,支,4,
踟,平聲,上四,支,4,
黟,平聲,上四,支,4,
禕,平聲,上四,支,4,
戣,平聲,上四,支,4,
鰣,平聲,上四,支,4,
庳,平聲,上四,支,4,下也
褫,平聲,上四,支,4,
箠,平聲,上四,支,4,節也
縲,平聲,上四,支,4,
蚳,平聲,上四,支,4,
蓰,平聲,上四,支,4,
諆,平聲,上四,支,4,
簃,平聲,上四,支,4,
鼒,平聲,上四,支,4,
壘,平聲,上四,支,4,重也。又與累同
泜,平聲,上四,支,4,
寅,平聲,上四,支,4,音夷
埼,平聲,上四,支,4,
㟢,平聲,上四,支,4,
𥔎,平聲,上四,支,4,
﨑,平聲,上四,支,4,
嵜,平聲,上四,支,4,
碕,平聲,上四,支,4,
觿,平聲,上四,支,4,
妮,平聲,上四,支,4,
釃,平聲,上四,支,4,
栭,平聲,上四,支,4,
倛,平聲,上四,支,4,
胹,平聲,上四,支,4,
甤,平聲,上四,支,4,
觺,平聲,上四,支,4,
髵,平聲,上四,支,4,
鴯,平聲,上四,支,4,
耛,平聲,上四,支,4,
纚,平聲,上四,支,4,
蘄,平聲,上四,支,4,蘄茝也。求也
絁,平聲,上四,支,4,
壝,平聲,上四,支,4,
餈,平聲,上四,支,4,
糍,平聲,上四,支,4,
虒,平聲,上四,支,4,
騤,平聲,上四,支,4,
椸,平聲,上四,支,4,
鵻,平聲,上四,支,4,
椅,平聲,上四,支,4,梓也
呞,平聲,上四,支,4,
犠,平聲,上四,支,4,
咦,平聲,上四,支,4,
榿,平聲,上四,支,4,
台,平聲,上四,支,4,我也。悅也。
呢,平聲,上四,支,4,
逶,平聲,上四,支,4,
雖,平聲,上四,支,4,
椑,平聲,上四,支,4,木名
獼,平聲,上四,支,4,
骴,平聲,上四,支,4,
𦙼,平聲,上四,支,4,
宧,平聲,上四,支,4,
魌,平聲,上四,支,4,
鎡,平聲,上四,支,4,
郿,平聲,上四,支,4,
稘,平聲,上四,支,4,
朞,平聲,上四,支,4,
委,平聲,上四,支,4,委蛇
翍,平聲,上四,支,4,
錤,平聲,上四,支,4,
罙,平聲,上四,支,4,
犛,平聲,上四,支,4,牛黑色
貤,平聲,上四,支,4,
濉,平聲,上四,支,4,
劘,平聲,上四,支,4,
黧,平聲,上四,支,4,
琵,平聲,上四,支,4,
黴,平聲,上四,支,4,
趑,平聲,上四,支,4,
趦,平聲,上四,支,4,
酏,平聲,上四,支,4,
唲,平聲,上四,支,4,
耏,平聲,上四,支,4,
峗,平聲,上四,支,4,
溈,平聲,上四,支,4,
鉟,平聲,上四,支,4,
荽,平聲,上四,支,4,
劙,平聲,上四,支,4,
蔂,平聲,上四,支,4,
爢,平聲,上四,支,4,
郫,平聲,上四,支,4,
鯔,平聲,上四,支,4,
秠,平聲,上四,支,4,
熺,平聲,上四,支,4,
陑,平聲,上四,支,4,
丌,平聲,上四,支,4,
劑,平聲,上四,支,4,翦齊也
錡,平聲,上四,支,4,
蚭,平聲,上四,支,4,
薋,平聲,上四,支,4,
阰,平聲,上四,支,4,
濰,平聲,上四,支,4,
腄,平聲,上四,支,4,
跂,平聲,上四,支,4,
唯,平聲,上四,支,4,
觜,平聲,上四,支,4,
被,平聲,上四,支,4,荷衣
緦,平聲,上四,支,4,
枱,平聲,上四,支,4,
訑,平聲,上四,支,4,
狉,平聲,上四,支,4,
饎,平聲,上四,支,4,
鈚,平聲,上四,支,4,
齍,平聲,上四,支,4,
襹,平聲,上四,支,4,
剞,平聲,上四,支,4,
蛦,平聲,上四,支,4,
觭,平聲,上四,支,4,
榰,平聲,上四,支,4,
駓,平聲,上四,支,4,
嗞,平聲,上四,支,4,
禔,平聲,上四,支,4,
禠,平聲,上四,支,4,
覗,平聲,上四,支,4,
鍉,平聲,上四,支,4,
娸,平聲,上四,支,4,
鳷,平聲,上四,支,4,
椔,平聲,上四,支,4,
螄,平聲,上四,支,4,
蜲,平聲,上四,支,4,
衼,平聲,上四,支,4,
噅,平聲,上四,支,4,
甀,平聲,上四,支,4,
倠,平聲,上四,支,4,
轜,平聲,上四,支,4,
偨,平聲,上四,支,4,
蚾,平聲,上四,支,4,
恞,平聲,上四,支,4,
誺,平聲,上四,支,4,
頯,平聲,上四,支,4,
虆,平聲,上四,支,4,
跠,平聲,上四,支,4,
豾,平聲,上四,支,4,
欙,平聲,上四,支,4,
齹,平聲,上四,支,4,
媐,平聲,上四,支,4,
陭,平聲,上四,支,4,
岯,平聲,上四,支,4,
頄,平聲,上四,支,4,
峓,平聲,上四,支,4,
芓,平聲,上四,支,4,
阺,平聲,上四,支,4,
嵯,平聲,上四,支,4,㠁嵯
鈈,平聲,上四,支,4,
樆,平聲,上四,支,4,
旇,平聲,上四,支,4,
瓵,平聲,上四,支,4,
疧,平聲,上四,支,4,
鶥,平聲,上四,支,4,
洢,平聲,上四,支,4,
摫,平聲,上四,支,4,
梩,平聲,上四,支,4,
箷,平聲,上四,支,4,
厜,平聲,上四,支,4,
仳,平聲,上四,支,4,
仔,平聲,上四,支,4,克也，任也
吱,平聲,上四,支,4,
茬,平聲,上四,支,4,
詖,平聲,上四,支,4,
蚑,平聲,上四,支,4,
蚍,平聲,上四,支,4,
栘,平聲,上四,支,4,
胰,平聲,上四,支,4,
蜘,平聲,上四,支,4,
謻,平聲,上四,支,4,
呲,平聲,上四,支,4,
剺,平聲,上四,支,4,
枇,平聲,上四,支,4,
蠵,平聲,上四,支,4,
踑,平聲,上四,支,4,
觶,平聲,上四,支,4,
螷,平聲,上四,支,4,
孋,平聲,上四,支,4,
蜱,平聲,上四,支,4,
鵯,平聲,上四,支,4,
呸,平聲,上四,支,4,
躨,平聲,上四,支,4,
鮧,平聲,上四,支,4,
鵹,平聲,上四,支,4,
鳲,平聲,上四,支,4,
圌,平聲,上四,支,4,山名
嫢,平聲,上四,支,4,
腝,平聲,上四,支,4,
虮,平聲,上四,支,4,
甾,平聲,上四,支,4,
禗,平聲,上四,支,4,
鮍,平聲,上四,支,4,
蟕,平聲,上四,支,4,
簛,平聲,上四,支,4,
縒,平聲,上四,支,4,
齝,平聲,上四,支,4,
夊,平聲,上四,支,4,
誒,平聲,上四,支,4,
犪,平聲,上四,支,4,
孷,平聲,上四,支,4,
膍,平聲,上四,支,4,
瞡,平聲,上四,支,4,
姕,平聲,上四,支,4,
嗺,平聲,上四,支,4,
鴺,平聲,上四,支,4,
栺,平聲,上四,支,4,
蠀,平聲,上四,支,4,
姼,平聲,上四,支,4,
苤,平聲,上四,支,4,
鬾,平聲,上四,支,4,
狓,平聲,上四,支,4,
愢,平聲,上四,支,4,
桋,平聲,上四,支,4,
悂,平聲,上四,支,4,
髬,平聲,上四,支,4,
隹,平聲,上四,支,4,
謘,平聲,上四,支,4,
齜,平聲,上四,支,4,
蘪,平聲,上四,支,4,
萓,平聲,上四,支,4,
璂,平聲,上四,支,4,
蕬,平聲,上四,支,4,
沶,平聲,上四,支,4,
鶅,平聲,上四,支,4,
鰦,平聲,上四,支,4,
婎,平聲,上四,支,4,
滖,平聲,上四,支,4,
羠,平聲,上四,支,4,
楑,平聲,上四,支,4,
鐁,平聲,上四,支,4,
毞,平聲,上四,支,4,
蓶,平聲,上四,支,4,
鰤,平聲,上四,支,4,
軝,平聲,上四,支,4,
掑,平聲,上四,支,4,
桸,平聲,上四,支,4,
蠝,平聲,上四,支,4,
廲,平聲,上四,支,4,
磃,平聲,上四,支,4,
柂,平聲,上四,支,4,木名
荾,平聲,上四,支,4,
彽,平聲,上四,支,4,
拸,平聲,上四,支,4,
醚,平聲,上四,支,4,
琟,平聲,上四,支,4,
柌,平聲,上四,支,4,
蛜,平聲,上四,支,4,
熪,平聲,上四,支,4,
銔,平聲,上四,支,4,
轙,平聲,上四,支,4,
燍,平聲,上四,支,4,
攗,平聲,上四,支,4,
荎,平聲,上四,支,4,
謧,平聲,上四,支,4,
荋,平聲,上四,支,4,
爔,平聲,上四,支,4,
浬,平聲,上四,支,4,
鈭,平聲,上四,支,4,
譩,平聲,上四,支,4,
肶,平聲,上四,支,4,
鯬,平聲,上四,支,4,
芪,平聲,上四,支,4,
鯕,平聲,上四,支,4,
鼺,平聲,上四,支,4,
袘,平聲,上四,支,4,
嫘,平聲,上四,支,4,
厶,平聲,上四,支,4,
榹,平聲,上四,支,4,
糦,平聲,上四,支,4,
螔,平聲,上四,支,4,
篃,平聲,上四,支,4,
蜤,平聲,上四,支,4,
擟,平聲,上四,支,4,
芕,平聲,上四,支,4,
瓃,平聲,上四,支,4,
騩,平聲,上四,支,4,
堳,平聲,上四,支,4,
槻,平聲,上四,支,4,
筣,平聲,上四,支,4,
蟖,平聲,上四,支,4,
桵,平聲,上四,支,4,
嫛,平聲,上四,支,4,
蟍,平聲,上四,支,4,
娺,平聲,上四,支,4,
犤,平聲,上四,支,4,
纗,平聲,上四,支,4,
暿,平聲,上四,支,4,
濝,平聲,上四,支,4,
紎,平聲,上四,支,4,
郪,平聲,上四,支,4,
秪,平聲,上四,支,4,
衹,平聲,上四,支,4,
鄬,平聲,上四,支,4,
鸓,平聲,上四,支,4,
諰,平聲,上四,支,4,
崥,平聲,上四,支,4,山足
攠,平聲,上四,支,4,
眱,平聲,上四,支,4,
倁,平聲,上四,支,4,
璾,平聲,上四,支,4,
稵,平聲,上四,支,4,
篅,平聲,上四,支,4,
蚔,平聲,上四,支,4,
澬,平聲,上四,支,4,
戂,平聲,上四,支,4,
藣,平聲,上四,支,4,
鶳,平聲,上四,支,4,
魾,平聲,上四,支,4,
袻,平聲,上四,支,4,
魮,平聲,上四,支,4,
讉,平聲,上四,支,4,
耚,平聲,上四,支,4,
檹,平聲,上四,支,4,
啙,平聲,上四,支,4,
艃,平聲,上四,支,4,
箈,平聲,上四,支,4,
菞,平聲,上四,支,4,
洈,平聲,上四,支,4,
杘,平聲,上四,支,4,
蘳,平聲,上四,支,4,
萆,平聲,上四,支,4,
蓖,平聲,上四,支,4,
柅,平聲,上四,支,4,
巙,平聲,上四,支,4,
脪,平聲,上四,支,4,
鉹,平聲,上四,支,4,
怌,平聲,上四,支,4,
猍,平聲,上四,支,4,
娞,平聲,上四,支,4,
錍,平聲,上四,支,4,
鵸,平聲,上四,支,4,
蔩,平聲,上四,支,4,
薺,平聲,上四,支,4,
巸,平聲,上四,支,4,
倭,平聲,上四,支,4,
侕,平聲,上四,支,4,
飺,平聲,上四,支,4,
穲,平聲,上四,支,4,
怟,平聲,上四,支,4,
恑,平聲,上四,支,4,
妛,平聲,上四,支,4,
眭,平聲,上四,支,4,
諀,平聲,上四,支,4,
徛,平聲,上四,支,4,
瞦,平聲,上四,支,4,
鶀,平聲,上四,支,4,
瞝,平聲,上四,支,4,
蟣,平聲,上四,支,4,
邿,平聲,上四,支,4,
蒒,平聲,上四,支,4,
悘,平聲,上四,支,4,
騦,平聲,上四,支,4,
媊,平聲,上四,支,4,
欐,平聲,上四,支,4,屋棟
怶,平聲,上四,支,4,
抾,平聲,上四,支,4,
愭,平聲,上四,支,4,
垐,平聲,上四,支,4,
貾,平聲,上四,支,4,
敮,平聲,上四,支,4,
鈶,平聲,上四,支,4,
抳,平聲,上四,支,4,
鑴,平聲,上四,支,4,
顀,平聲,上四,支,4,
屔,平聲,上四,支,4,
搋,平聲,上四,支,4,
鴲,平聲,上四,支,4,
鄈,平聲,上四,支,4,
杒,平聲,上四,支,4,
鬹,平聲,上四,支,4,
麎,平聲,上四,支,4,
猸,平聲,上四,支,4,
剘,平聲,上四,支,4,
陏,平聲,上四,支,4,
嬨,平聲,上四,支,4,
猚,平聲,上四,支,4,
峏,平聲,上四,支,4,
檇,平聲,上四,支,4,
睝,平聲,上四,支,4,
鄑,平聲,上四,支,4,
瓍,平聲,上四,支,4,
蚽,平聲,上四,支,4,
鋖,平聲,上四,支,4,
寪,平聲,上四,支,4,
秓,平聲,上四,支,4,
恖,平聲,上四,支,4,
躸,平聲,上四,支,4,
鮨,平聲,上四,支,4,
錅,平聲,上四,支,4,
鼶,平聲,上四,支,4,
猈,平聲,上四,支,4,
諅,平聲,上四,支,4,
徥,平聲,上四,支,4,
泀,平聲,上四,支,4,
葿,平聲,上四,支,4,
鳺,平聲,上四,支,4,
籾,平聲,上四,支,4,
狏,平聲,上四,支,4,
萑,平聲,上四,支,4,
葰,平聲,上四,支,4,
蓷,平聲,上四,支,4,
浽,平聲,上四,支,4,
綥,平聲,上四,支,4,
婑,平聲,上四,支,4,
糸,平聲,上四,支,4,
覹,平聲,上四,支,4,
呰,平聲,上四,支,4,
旖,平聲,上四,支,4,
矖,平聲,上四,支,4,
矋,平聲,上四,支,4,
瑡,平聲,上四,支,4,
嚟,平聲,上四,支,4,
訵,平聲,上四,支,4,
槣,平聲,上四,支,4,
馶,平聲,上四,支,4,
珆,平聲,上四,支,4,
鑗,平聲,上四,支,4,
趍,平聲,上四,支,4,趍趙
惢,平聲,上四,支,4,
聏,平聲,上四,支,4,
魳,平聲,上四,支,4,
湤,平聲,上四,支,4,
簊,平聲,上四,支,4,
亓,平聲,上四,支,4,
苼,平聲,上四,支,4,
湷,平聲,上四,支,4,
墮,平聲,上四,支,4,
矀,平聲,上四,支,4,
濨,平聲,上四,支,4,
寲,平聲,上四,支,4,
臸,平聲,上四,支,4,
秖,平聲,上四,支,4,
藄,平聲,上四,支,4,
抷,平聲,上四,支,4,
秛,平聲,上四,支,4,
瞴,平聲,上四,支,4,
鵧,平聲,上四,支,4,
焁,平聲,上四,支,4,
跢,平聲,上四,支,4,
荲,平聲,上四,支,4,
醀,平聲,上四,支,4,
胂,平聲,上四,支,4,
鏔,平聲,上四,支,4,
忯,平聲,上四,支,4,
綨,平聲,上四,支,4,
暆,平聲,上四,支,4,
鶗,平聲,上四,支,4,
鍦,平聲,上四,支,4,
溡,平聲,上四,支,4,
楒,平聲,上四,支,4,
秜,平聲,上四,支,4,
狋,平聲,上四,支,4,
刕,平聲,上四,支,4,
伎,平聲,上四,支,4,
胔,平聲,上四,支,4,
夂,平聲,上四,支,4,
覣,平聲,上四,支,4,
她,平聲,上四,支,4,
鼭,平聲,上四,支,4,
炋,平聲,上四,支,4,
瑂,平聲,上四,支,4,
瓕,平聲,上四,支,4,
奞,平聲,上四,支,4,
篺,平聲,上四,支,4,
榯,平聲,上四,支,4,
栥,平聲,上四,支,4,
溮,平聲,上四,支,4,
汖,平聲,上四,支,4,
趀,平聲,上四,支,4,
羛,平聲,上四,支,4,
鋫,平聲,上四,支,4,
鸍,平聲,上四,支,4,
鳾,平聲,上四,支,4,
隓,平聲,上四,支,4,
乁,平聲,上四,支,4,
侇,平聲,上四,支,4,
孖,平聲,上四,支,4,
汥,平聲,上四,支,4,
箄,平聲,上四,支,4,捕魚具
扺,平聲,上四,支,4,
誃,平聲,上四,支,4,
駍,平聲,上四,支,4,
焷,平聲,上四,支,4,
禌,平聲,上四,支,4,
袲,平聲,上四,支,4,
欈,平聲,上四,支,4,
粸,平聲,上四,支,4,
酈,平聲,上四,支,4,
猉,平聲,上四,支,4,
沘,平聲,上四,支,4,
䍦,平聲,上四,支,4,
㕒,平聲,上四,支,4,
䂓,平聲,上四,支,4,
㜷,平聲,上四,支,4,
㒧,平聲,上四,支,4,
㕧,平聲,上四,支,4,
㒿,平聲,上四,支,4,
䧅,平聲,上四,支,4,
䲭,平聲,上四,支,4,
䙰,平聲,上四,支,4,
䴊,平聲,上四,支,4,
㮰,平聲,上四,支,4,
㶟,平聲,上四,支,4,
㱦,平聲,上四,支,4,
䬐,平聲,上四,支,4,
㔣,平聲,上四,支,4,
䤈,平聲,上四,支,4,
䕻,平聲,上四,支,4,
䱌,平聲,上四,支,4,
䔟,平聲,上四,支,4,
䨨,平聲,上四,支,4,
䳢,平聲,上四,支,4,
㬢,平聲,上四,支,4,
㖇,平聲,上四,支,4,
㠌,平聲,上四,支,4,
㺔,平聲,上四,支,4,
䔮,平聲,上四,支,4,
䜔,平聲,上四,支,4,
䡋,平聲,上四,支,4,
㞴,平聲,上四,支,4,
㤵,平聲,上四,支,4,
䬜,平聲,上四,支,4,
䧳,平聲,上四,支,4,
䴽,平聲,上四,支,4,
䥴,平聲,上四,支,4,
㝖,平聲,上四,支,4,
㿲,平聲,上四,支,4,
䱘,平聲,上四,支,4,
䩟,平聲,上四,支,4,
䇪,平聲,上四,支,4,
䀵,平聲,上四,支,4,
㮛,平聲,上四,支,4,
㾨,平聲,上四,支,4,
䮊,平聲,上四,支,4,
䈘,平聲,上四,支,4,
䝷,平聲,上四,支,4,
䲑,平聲,上四,支,4,
䂀,平聲,上四,支,4,
𥋟,平聲,上四,支,4,
䓡,平聲,上四,支,4,
㷰,平聲,上四,支,4,
㥓,平聲,上四,支,4,
䛴,平聲,上四,支,4,
㽧,平聲,上四,支,4,
䊷,平聲,上四,支,4,
䇁,平聲,上四,支,4,
㞿,平聲,上四,支,4,
䴧,平聲,上四,支,4,
㫅,平聲,上四,支,4,
䳠,平聲,上四,支,4,
㰨,平聲,上四,支,4,
㺇,平聲,上四,支,4,
㴯,平聲,上四,支,4,
㽡,平聲,上四,支,4,
䝝,平聲,上四,支,4,
㨢,平聲,上四,支,4,
䉻,平聲,上四,支,4,
㲠,平聲,上四,支,4,
䚿,平聲,上四,支,4,
䊳,平聲,上四,支,4,
㢑,平聲,上四,支,4,
䅲,平聲,上四,支,4,
䲉,平聲,上四,支,4,
䧌,平聲,上四,支,4,
䙹,平聲,上四,支,4,
䂣,平聲,上四,支,4,
䌤,平聲,上四,支,4,
㣍,平聲,上四,支,4,
㯄,平聲,上四,支,4,
㠼,平聲,上四,支,4,
䅔,平聲,上四,支,4,
䊍,平聲,上四,支,4,
䍘,平聲,上四,支,4,
䓋,平聲,上四,支,4,
㟚,平聲,上四,支,4,
䇫,平聲,上四,支,4,
䴻,平聲,上四,支,4,
㯦,平聲,上四,支,4,
䌳,平聲,上四,支,4,
㹫,平聲,上四,支,4,
䅑,平聲,上四,支,4,
㐌,平聲,上四,支,4,
䝴,平聲,上四,支,4,
䥯,平聲,上四,支,4,
䪹,平聲,上四,支,4,
㞢,平聲,上四,支,4,
㦾,平聲,上四,支,4,
㫷,平聲,上四,支,4,
㙓,平聲,上四,支,4,
䯱,平聲,上四,支,4,
䐖,平聲,上四,支,4,
䖽,平聲,上四,支,4,
䣽,平聲,上四,支,4,
䖪,平聲,上四,支,4,
䘒,平聲,上四,支,4,
䲬,平聲,上四,支,4,
